'Elapsed time','MLII','V5'
'0:03.716',4.735,4.915
'0:03.720',4.735,4.905
'0:03.724',4.720,4.890
'0:03.728',4.725,4.915
'0:03.732',4.740,4.910
'0:03.736',4.750,4.915
'0:03.740',4.735,4.895
'0:03.744',4.735,4.910
'0:03.748',4.740,4.925
'0:03.752',4.745,4.920
'0:03.756',4.735,4.890
'0:03.760',4.720,4.905
'0:03.764',4.735,4.935
'0:03.768',4.740,4.925
'0:03.772',4.730,4.905
'0:03.776',4.730,4.900
'0:03.780',4.745,4.920
'0:03.784',4.750,4.910
'0:03.788',4.745,4.910
'0:03.792',4.725,4.910
'0:03.796',4.735,4.915
'0:03.800',4.740,4.920
'0:03.804',4.745,4.905
'0:03.808',4.730,4.900
'0:03.812',4.745,4.905
'0:03.816',4.750,4.900
'0:03.820',4.750,4.885
'0:03.824',4.740,4.880
'0:03.828',4.735,4.885
'0:03.832',4.745,4.885
'0:03.836',4.760,4.875
'0:03.840',4.750,4.855
'0:03.844',4.740,4.855
'0:03.848',4.745,4.850
'0:03.852',4.745,4.840
'0:03.856',4.740,4.825
'0:03.860',4.725,4.825
'0:03.864',4.735,4.825
'0:03.868',4.735,4.805
'0:03.872',4.725,4.780
'0:03.876',4.705,4.780
'0:03.880',4.710,4.780
'0:03.884',4.705,4.780
'0:03.888',4.695,4.750
'0:03.892',4.695,4.750
'0:03.896',4.710,4.770
'0:03.900',4.710,4.780
'0:03.904',4.710,4.785
'0:03.908',4.695,4.790
'0:03.912',4.715,4.815
'0:03.916',4.735,4.840
'0:03.920',4.745,4.855
'0:03.924',4.750,4.875
'0:03.928',4.775,4.900
'0:03.932',4.800,4.915
'0:03.936',4.820,4.915
'0:03.940',4.820,4.920
'0:03.944',4.830,4.935
'0:03.948',4.855,4.965
'0:03.952',4.860,4.955
'0:03.956',4.860,4.935
'0:03.960',4.855,4.945
'0:03.964',4.880,4.970
'0:03.968',4.875,4.970
'0:03.972',4.880,4.960
'0:03.976',4.865,4.945
'0:03.980',4.875,4.950
'0:03.984',4.885,4.960
'0:03.988',4.880,4.955
'0:03.992',4.875,4.945
'0:03.996',4.865,4.960
'0:04.000',4.870,4.970
'0:04.004',4.870,4.955
'0:04.008',4.865,4.950
'0:04.012',4.855,4.960
'0:04.016',4.870,4.975
'0:04.020',4.875,4.955
'0:04.024',4.860,4.950
'0:04.028',4.855,4.945
'0:04.032',4.860,4.960
'0:04.036',4.855,4.955
'0:04.040',4.850,4.945
'0:04.044',4.855,4.940
'0:04.048',4.865,4.960
'0:04.052',4.870,4.945
'0:04.056',4.860,4.940
'0:04.060',4.845,4.940
'0:04.064',4.865,4.960
'0:04.068',4.870,4.955
'0:04.072',4.865,4.940
'0:04.076',4.845,4.940
'0:04.080',4.840,4.950
'0:04.084',4.855,4.940
'0:04.088',4.845,4.925
'0:04.092',4.830,4.920
'0:04.096',4.835,4.930
'0:04.100',4.840,4.940
'0:04.104',4.840,4.930
'0:04.108',4.835,4.920
'0:04.112',4.830,4.925
'0:04.116',4.840,4.930
'0:04.120',4.840,4.920
'0:04.124',4.830,4.915
'0:04.128',4.825,4.930
'0:04.132',4.850,4.935
'0:04.136',4.850,4.930
'0:04.140',4.840,4.920
'0:04.144',4.835,4.925
'0:04.148',4.840,4.935
'0:04.152',4.855,4.935
'0:04.156',4.845,4.915
'0:04.160',4.835,4.920
'0:04.164',4.850,4.925
'0:04.168',4.860,4.920
'0:04.172',4.865,4.915
'0:04.176',4.865,4.915
'0:04.180',4.875,4.930
'0:04.184',4.895,4.930
'0:04.188',4.900,4.920
'0:04.192',4.900,4.910
'0:04.196',4.915,4.920
'0:04.200',4.920,4.925
'0:04.204',4.930,4.930
'0:04.208',4.925,4.925
'0:04.212',4.940,4.945
'0:04.216',4.945,4.950
'0:04.220',4.945,4.955
'0:04.224',4.950,4.950
'0:04.228',4.965,4.960
'0:04.232',4.960,4.980
'0:04.236',4.955,4.970
'0:04.240',4.950,4.970
'0:04.244',4.950,4.985
'0:04.248',4.950,5.005
'0:04.252',4.965,4.985
'0:04.256',4.985,4.950
'0:04.260',4.940,4.935
'0:04.264',4.895,4.955
'0:04.268',4.900,4.950
'0:04.272',4.880,4.940
'0:04.276',4.850,4.930
'0:04.280',4.840,4.935
'0:04.284',4.825,4.935
'0:04.288',4.810,4.915
'0:04.292',4.800,4.915
'0:04.296',4.820,4.920
'0:04.300',4.830,4.925
'0:04.304',4.815,4.915
'0:04.308',4.795,4.905
'0:04.312',4.805,4.920
'0:04.316',4.810,4.920
'0:04.320',4.800,4.920
'0:04.324',4.785,4.900
'0:04.328',4.790,4.905
'0:04.332',4.795,4.920
'0:04.336',4.800,4.910
'0:04.340',4.780,4.885
'0:04.344',4.775,4.855
'0:04.348',4.770,4.840
'0:04.352',4.710,4.800
'0:04.356',4.675,4.760
'0:04.360',4.635,4.815
'0:04.364',4.585,4.970
'0:04.368',4.655,5.105
'0:04.372',4.795,5.205
'0:04.376',4.985,5.355
'0:04.380',5.280,5.515
'0:04.384',5.650,5.625
'0:04.388',5.920,5.545
'0:04.392',5.960,5.125
'0:04.396',5.675,4.800
'0:04.400',5.535,4.745
'0:04.404',4.700,4.810
'0:04.408',4.555,4.815
'0:04.412',4.625,4.845
'0:04.416',4.710,4.870
'0:04.420',4.750,4.850
'0:04.424',4.735,4.845
'0:04.428',4.725,4.845
'0:04.432',4.740,4.860
'0:04.436',4.735,4.855
'0:04.440',4.740,4.850
'0:04.444',4.730,4.850
'0:04.448',4.740,4.850
'0:04.452',4.745,4.860
'0:04.456',4.730,4.855
'0:04.460',4.725,4.855
'0:04.464',4.730,4.870
'0:04.468',4.745,4.870
'0:04.472',4.735,4.860
'0:04.476',4.720,4.860
'0:04.480',4.725,4.875
'0:04.484',4.745,4.870
'0:04.488',4.740,4.860
'0:04.492',4.725,4.840
'0:04.496',4.740,4.870
'0:04.500',4.745,4.875
'0:04.504',4.750,4.865
'0:04.508',4.740,4.855
'0:04.512',4.740,4.865
'0:04.516',4.750,4.865
'0:04.520',4.760,4.870
'0:04.524',4.740,4.855
'0:04.528',4.745,4.870
'0:04.532',4.745,4.870
'0:04.536',4.750,4.855
'0:04.540',4.740,4.840
'0:04.544',4.735,4.855
'0:04.548',4.745,4.870
'0:04.552',4.750,4.860
'0:04.556',4.745,4.850
'0:04.560',4.730,4.840
'0:04.564',4.740,4.855
'0:04.568',4.760,4.850
'0:04.572',4.745,4.840
'0:04.576',4.735,4.825
'0:04.580',4.745,4.835
'0:04.584',4.760,4.830
'0:04.588',4.755,4.820
'0:04.592',4.735,4.815
'0:04.596',4.755,4.820
'0:04.600',4.760,4.810
'0:04.604',4.755,4.790
'0:04.608',4.740,4.775
'0:04.612',4.735,4.790
'0:04.616',4.760,4.785
'0:04.620',4.745,4.770
'0:04.624',4.745,4.750
'0:04.628',4.750,4.760
'0:04.632',4.750,4.760
'0:04.636',4.745,4.745
'0:04.640',4.745,4.735
'0:04.644',4.730,4.735
'0:04.648',4.735,4.760
'0:04.652',4.750,4.750
'0:04.656',4.735,4.730
'0:04.660',4.725,4.730
'0:04.664',4.730,4.750
'0:04.668',4.750,4.745
'0:04.672',4.750,4.740
'0:04.676',4.740,4.750
'0:04.680',4.750,4.770
'0:04.684',4.760,4.780
'0:04.688',4.765,4.785
'0:04.692',4.755,4.795
'0:04.696',4.775,4.830
'0:04.700',4.785,4.835
'0:04.704',4.795,4.840
'0:04.708',4.795,4.855
'0:04.712',4.805,4.865
'0:04.716',4.820,4.885
'0:04.720',4.840,4.885
'0:04.724',4.830,4.890
'0:04.728',4.830,4.900
'0:04.732',4.845,4.910
'0:04.736',4.850,4.905
'0:04.740',4.840,4.890
'0:04.744',4.840,4.900
'0:04.748',4.850,4.915
'0:04.752',4.850,4.905
'0:04.756',4.850,4.895
'0:04.760',4.835,4.890
'0:04.764',4.855,4.920
'0:04.768',4.860,4.920
'0:04.772',4.850,4.910
'0:04.776',4.835,4.900
'0:04.780',4.840,4.915
'0:04.784',4.845,4.910
'0:04.788',4.840,4.905
'0:04.792',4.825,4.910
'0:04.796',4.835,4.910
'0:04.800',4.835,4.920
'0:04.804',4.825,4.900
'0:04.808',4.820,4.895
'0:04.812',4.825,4.900
'0:04.816',4.830,4.910
'0:04.820',4.835,4.910
'0:04.824',4.825,4.885
'0:04.828',4.815,4.890
'0:04.832',4.825,4.900
'0:04.836',4.825,4.900
'0:04.840',4.810,4.885
'0:04.844',4.805,4.885
'0:04.848',4.815,4.890
'0:04.852',4.815,4.890
'0:04.856',4.805,4.880
'0:04.860',4.795,4.880
'0:04.864',4.805,4.900
'0:04.868',4.805,4.890
'0:04.872',4.805,4.875
'0:04.876',4.795,4.870
'0:04.880',4.805,4.885
'0:04.884',4.810,4.880
'0:04.888',4.810,4.880
'0:04.892',4.785,4.865
'0:04.896',4.790,4.885
'0:04.900',4.795,4.880
'0:04.904',4.795,4.865
'0:04.908',4.785,4.850
'0:04.912',4.780,4.860
'0:04.916',4.795,4.875
'0:04.920',4.800,4.860
'0:04.924',4.770,4.855
'0:04.928',4.770,4.870
'0:04.932',4.795,4.870
'0:04.936',4.805,4.875
'0:04.940',4.790,4.865
'0:04.944',4.790,4.870
'0:04.948',4.800,4.885
'0:04.952',4.810,4.880
'0:04.956',4.820,4.855
'0:04.960',4.820,4.855
'0:04.964',4.835,4.875
'0:04.968',4.850,4.880
'0:04.972',4.855,4.855
'0:04.976',4.845,4.860
'0:04.980',4.860,4.865
'0:04.984',4.870,4.875
'0:04.988',4.870,4.875
'0:04.992',4.880,4.880
'0:04.996',4.895,4.905
'0:05.000',4.905,4.915
'0:05.004',4.925,4.895
'0:05.008',4.920,4.885
'0:05.012',4.915,4.915
'0:05.016',4.910,4.930
'0:05.020',4.920,4.935
'0:05.024',4.905,4.925
'0:05.028',4.915,4.940
'0:05.032',4.930,4.945
'0:05.036',4.935,4.915
'0:05.040',4.905,4.895
'0:05.044',4.855,4.895
'0:05.048',4.845,4.905
'0:05.052',4.845,4.890
'0:05.056',4.815,4.875
'0:05.060',4.785,4.870
'0:05.064',4.780,4.865
'0:05.068',4.780,4.865
'0:05.072',4.770,4.870
'0:05.076',4.760,4.855
'0:05.080',4.765,4.870
'0:05.084',4.770,4.870
'0:05.088',4.760,4.860
'0:05.092',4.745,4.855
'0:05.096',4.765,4.865
'0:05.100',4.775,4.875
'0:05.104',4.780,4.860
'0:05.108',4.755,4.850
'0:05.112',4.760,4.850
'0:05.116',4.750,4.860
'0:05.120',4.750,4.875
'0:05.124',4.745,4.860
'0:05.128',4.745,4.870
'0:05.132',4.755,4.865
'0:05.136',4.760,4.845
'0:05.140',4.715,4.790
'0:05.144',4.670,4.775
'0:05.148',4.630,4.760
'0:05.152',4.630,4.755
'0:05.156',4.570,4.830
'0:05.160',4.550,4.970
'0:05.164',4.670,5.075
'0:05.168',4.845,5.190
'0:05.172',5.080,5.310
'0:05.176',5.430,5.455
'0:05.180',5.785,5.515
'0:05.184',5.940,5.240
'0:05.188',5.745,4.810
'0:05.192',5.220,4.660
'0:05.196',4.730,4.755
'0:05.200',4.625,4.785
'0:05.204',4.600,4.800
'0:05.208',4.645,4.800
'0:05.212',4.675,4.815
'0:05.216',4.690,4.830
'0:05.220',4.700,4.825
'0:05.224',4.690,4.810
'0:05.228',4.690,4.810
'0:05.232',4.695,4.825
'0:05.236',4.700,4.820
'0:05.240',4.690,4.820
'0:05.244',4.685,4.820
'0:05.248',4.690,4.820
'0:05.252',4.705,4.820
'0:05.256',4.700,4.810
'0:05.260',4.695,4.820
'0:05.264',4.700,4.835
'0:05.268',4.705,4.835
'0:05.272',4.700,4.835
'0:05.276',4.695,4.815
'0:05.280',4.705,4.830
'0:05.284',4.700,4.840
'0:05.288',4.685,4.820
'0:05.292',4.675,4.825
'0:05.296',4.685,4.825
'0:05.300',4.690,4.830
'0:05.304',4.695,4.835
'0:05.308',4.700,4.820
'0:05.312',4.680,4.820
'0:05.316',4.700,4.835
'0:05.320',4.705,4.835
'0:05.324',4.705,4.820
'0:05.328',4.700,4.830
'0:05.332',4.695,4.830
'0:05.336',4.700,4.830
'0:05.340',4.685,4.815
'0:05.344',4.680,4.830
'0:05.348',4.685,4.840
'0:05.352',4.700,4.830
'0:05.356',4.690,4.805
'0:05.360',4.675,4.805
'0:05.364',4.695,4.835
'0:05.368',4.700,4.845
'0:05.372',4.710,4.825
'0:05.376',4.700,4.805
'0:05.380',4.695,4.820
'0:05.384',4.695,4.825
'0:05.388',4.695,4.815
'0:05.392',4.690,4.795
'0:05.396',4.705,4.805
'0:05.400',4.705,4.810
'0:05.404',4.710,4.785
'0:05.408',4.705,4.775
'0:05.412',4.705,4.780
'0:05.416',4.720,4.780
'0:05.420',4.710,4.760
'0:05.424',4.690,4.740
'0:05.428',4.680,4.735
'0:05.432',4.695,4.745
'0:05.436',4.700,4.740
'0:05.440',4.680,4.715
'0:05.444',4.680,4.715
'0:05.448',4.685,4.720
'0:05.452',4.685,4.715
'0:05.456',4.665,4.720
'0:05.460',4.670,4.735
'0:05.464',4.685,4.740
'0:05.468',4.695,4.755
'0:05.472',4.705,4.755
'0:05.476',4.700,4.785
'0:05.480',4.720,4.820
'0:05.484',4.730,4.815
'0:05.488',4.755,4.815
'0:05.492',4.745,4.815
'0:05.496',4.765,4.845
'0:05.500',4.775,4.855
'0:05.504',4.780,4.835
'0:05.508',4.770,4.835
'0:05.512',4.770,4.845
'0:05.516',4.785,4.865
'0:05.520',4.780,4.860
'0:05.524',4.780,4.855
'0:05.528',4.775,4.855
'0:05.532',4.790,4.860
'0:05.536',4.790,4.865
'0:05.540',4.775,4.855
'0:05.544',4.785,4.875
'0:05.548',4.805,4.870
'0:05.552',4.820,4.855
'0:05.556',4.800,4.850
'0:05.560',4.790,4.860
'0:05.564',4.790,4.870
'0:05.568',4.785,4.860
'0:05.572',4.785,4.860
'0:05.576',4.760,4.850
'0:05.580',4.775,4.860
'0:05.584',4.785,4.875
'0:05.588',4.775,4.855
'0:05.592',4.765,4.840
'0:05.596',4.780,4.855
'0:05.600',4.785,4.855
'0:05.604',4.795,4.860
'0:05.608',4.780,4.845
'0:05.612',4.770,4.850
'0:05.616',4.770,4.855
'0:05.620',4.765,4.840
'0:05.624',4.760,4.825
'0:05.628',4.760,4.835
'0:05.632',4.765,4.850
'0:05.636',4.780,4.840
'0:05.640',4.770,4.835
'0:05.644',4.760,4.840
'0:05.648',4.760,4.865
'0:05.652',4.760,4.855
'0:05.656',4.750,4.840
'0:05.660',4.745,4.845
'0:05.664',4.755,4.850
'0:05.668',4.770,4.835
'0:05.672',4.755,4.835
'0:05.676',4.725,4.840
'0:05.680',4.735,4.845
'0:05.684',4.740,4.855
'0:05.688',4.740,4.835
'0:05.692',4.725,4.820
'0:05.696',4.735,4.830
'0:05.700',4.740,4.835
'0:05.704',4.745,4.830
'0:05.708',4.735,4.815
'0:05.712',4.740,4.820
'0:05.716',4.750,4.830
'0:05.720',4.735,4.830
'0:05.724',4.725,4.825
'0:05.728',4.725,4.840
'0:05.732',4.735,4.840
'0:05.736',4.740,4.820
'0:05.740',4.740,4.815
'0:05.744',4.735,4.820
'0:05.748',4.735,4.840
'0:05.752',4.735,4.820
'0:05.756',4.725,4.825
'0:05.760',4.720,4.835
'0:05.764',4.740,4.840
'0:05.768',4.755,4.835
'0:05.772',4.770,4.825
'0:05.776',4.765,4.820
'0:05.780',4.775,4.825
'0:05.784',4.780,4.820
'0:05.788',4.790,4.825
'0:05.792',4.785,4.815
'0:05.796',4.790,4.825
'0:05.800',4.800,4.830
'0:05.804',4.820,4.840
'0:05.808',4.810,4.830
'0:05.812',4.825,4.845
'0:05.816',4.855,4.865
'0:05.820',4.870,4.870
'0:05.824',4.855,4.855
'0:05.828',4.840,4.850
'0:05.832',4.835,4.875
'0:05.836',4.850,4.885
'0:05.840',4.850,4.880
'0:05.844',4.855,4.890
'0:05.848',4.860,4.890
'0:05.852',4.855,4.860
'0:05.856',4.820,4.850
'0:05.860',4.780,4.845
'0:05.864',4.785,4.855
'0:05.868',4.775,4.850
'0:05.872',4.745,4.835
'0:05.876',4.720,4.830
'0:05.880',4.720,4.840
'0:05.884',4.715,4.835
'0:05.888',4.720,4.830
'0:05.892',4.700,4.820
'0:05.896',4.695,4.840
'0:05.900',4.705,4.850
'0:05.904',4.710,4.835
'0:05.908',4.675,4.815
'0:05.912',4.670,4.820
'0:05.916',4.685,4.825
'0:05.920',4.695,4.805
'0:05.924',4.680,4.815
'0:05.928',4.675,4.830
'0:05.932',4.690,4.835
'0:05.936',4.705,4.835
'0:05.940',4.700,4.825
'0:05.944',4.690,4.830
'0:05.948',4.695,4.850
'0:05.952',4.695,4.835
'0:05.956',4.685,4.810
'0:05.960',4.650,4.775
'0:05.964',4.620,4.775
'0:05.968',4.605,4.745
'0:05.972',4.575,4.720
'0:05.976',4.505,4.775
'0:05.980',4.485,4.915
'0:05.984',4.605,5.020
'0:05.988',4.790,5.090
'0:05.992',5.020,5.215
'0:05.996',5.410,5.390
'0:06.000',5.540,5.445
'0:06.004',5.890,5.225
'0:06.008',5.710,4.795
'0:06.012',5.180,4.635
'0:06.016',4.740,4.700
'0:06.020',4.520,4.750
'0:06.024',4.505,4.760
'0:06.028',4.565,4.795
'0:06.032',4.620,4.795
'0:06.036',4.620,4.795
'0:06.040',4.600,4.785
'0:06.044',4.605,4.800
'0:06.048',4.620,4.800
'0:06.052',4.630,4.810
'0:06.056',4.625,4.795
'0:06.060',4.615,4.800
'0:06.064',4.630,4.820
'0:06.068',4.640,4.815
'0:06.072',4.640,4.800
'0:06.076',4.620,4.790
'0:06.080',4.630,4.810
'0:06.084',4.635,4.815
'0:06.088',4.625,4.815
'0:06.092',4.620,4.800
'0:06.096',4.620,4.815
'0:06.100',4.625,4.825
'0:06.104',4.635,4.820
'0:06.108',4.620,4.805
'0:06.112',4.620,4.815
'0:06.116',4.630,4.830
'0:06.120',4.630,4.820
'0:06.124',4.610,4.815
'0:06.128',4.615,4.830
'0:06.132',4.630,4.825
'0:06.136',4.635,4.830
'0:06.140',4.625,4.815
'0:06.144',4.615,4.810
'0:06.148',4.625,4.830
'0:06.152',4.625,4.830
'0:06.156',4.630,4.825
'0:06.160',4.615,4.820
'0:06.164',4.630,4.825
'0:06.168',4.645,4.830
'0:06.172',4.635,4.825
'0:06.176',4.615,4.820
'0:06.180',4.625,4.830
'0:06.184',4.640,4.835
'0:06.188',4.630,4.815
'0:06.192',4.620,4.800
'0:06.196',4.635,4.820
'0:06.200',4.640,4.830
'0:06.204',4.645,4.810
'0:06.208',4.635,4.810
'0:06.212',4.635,4.800
'0:06.216',4.645,4.800
'0:06.220',4.645,4.795
'0:06.224',4.630,4.775
'0:06.228',4.625,4.780
'0:06.232',4.630,4.785
'0:06.236',4.635,4.775
'0:06.240',4.625,4.770
'0:06.244',4.620,4.755
'0:06.248',4.625,4.750
'0:06.252',4.620,4.750
'0:06.256',4.615,4.735
'0:06.260',4.590,4.730
'0:06.264',4.585,4.730
'0:06.268',4.585,4.720
'0:06.272',4.580,4.710
'0:06.276',4.565,4.710
'0:06.280',4.575,4.740
'0:06.284',4.595,4.745
'0:06.288',4.600,4.750
'0:06.292',4.600,4.760
'0:06.296',4.625,4.795
'0:06.300',4.640,4.800
'0:06.304',4.665,4.840
'0:06.308',4.680,4.845
'0:06.312',4.700,4.855
'0:06.316',4.725,4.880
'0:06.320',4.740,4.890
'0:06.324',4.735,4.885
'0:06.328',4.735,4.885
'0:06.332',4.760,4.895
'0:06.336',4.775,4.895
'0:06.340',4.765,4.905
'0:06.344',4.755,4.895
'0:06.348',4.765,4.915
'0:06.352',4.780,4.905
'0:06.356',4.760,4.900
'0:06.360',4.750,4.905
'0:06.364',4.755,4.920
'0:06.368',4.785,4.930
'0:06.372',4.780,4.900
'0:06.376',4.770,4.900
'0:06.380',4.770,4.910
'0:06.384',4.775,4.920
'0:06.388',4.775,4.920
'0:06.392',4.765,4.895
'0:06.396',4.765,4.915
'0:06.400',4.765,4.920
'0:06.404',4.780,4.915
'0:06.408',4.765,4.905
'0:06.412',4.765,4.910
'0:06.416',4.770,4.910
'0:06.420',4.770,4.910
'0:06.424',4.760,4.900
'0:06.428',4.760,4.905
'0:06.432',4.770,4.910
'0:06.436',4.775,4.905
'0:06.440',4.760,4.895
'0:06.444',4.740,4.895
'0:06.448',4.760,4.910
'0:06.452',4.770,4.915
'0:06.456',4.765,4.890
'0:06.460',4.745,4.900
'0:06.464',4.755,4.915
'0:06.468',4.760,4.905
'0:06.472',4.760,4.895
'0:06.476',4.750,4.890
'0:06.480',4.750,4.920
'0:06.484',4.760,4.910
'0:06.488',4.765,4.895
'0:06.492',4.750,4.885
'0:06.496',4.740,4.910
'0:06.500',4.745,4.920
'0:06.504',4.760,4.905
'0:06.508',4.755,4.895
'0:06.512',4.760,4.905
'0:06.516',4.770,4.915
'0:06.520',4.765,4.915
'0:06.524',4.750,4.900
'0:06.528',4.760,4.915
'0:06.532',4.775,4.915
'0:06.536',4.775,4.905
'0:06.540',4.765,4.895
'0:06.544',4.760,4.895
'0:06.548',4.765,4.915
'0:06.552',4.785,4.905
'0:06.556',4.800,4.885
'0:06.560',4.790,4.890
'0:06.564',4.815,4.905
'0:06.568',4.835,4.915
'0:06.572',4.840,4.910
'0:06.576',4.830,4.895
'0:06.580',4.845,4.915
'0:06.584',4.870,4.910
'0:06.588',4.875,4.930
'0:06.592',4.860,4.940
'0:06.596',4.885,4.945
'0:06.600',4.890,4.960
'0:06.604',4.900,4.950
'0:06.608',4.890,4.925
'0:06.612',4.875,4.935
'0:06.616',4.880,4.950
'0:06.620',4.865,4.945
'0:06.624',4.870,4.950
'0:06.628',4.870,4.960
'0:06.632',4.885,4.975
'0:06.636',4.890,4.980
'0:06.640',4.870,4.980
'0:06.644',4.895,4.965
'0:06.648',4.905,4.965
'0:06.652',4.875,4.955
'0:06.656',4.830,4.935
'0:06.660',4.810,4.940
'0:06.664',4.810,4.940
'0:06.668',4.800,4.935
'0:06.672',4.775,4.925
'0:06.676',4.740,4.930
'0:06.680',4.755,4.935
'0:06.684',4.760,4.930
'0:06.688',4.760,4.925
'0:06.692',4.740,4.915
'0:06.696',4.745,4.920
'0:06.700',4.750,4.920
'0:06.704',4.745,4.925
'0:06.708',4.735,4.910
'0:06.712',4.725,4.910
'0:06.716',4.740,4.920
'0:06.720',4.725,4.925
'0:06.724',4.725,4.905
'0:06.728',4.715,4.910
'0:06.732',4.730,4.910
'0:06.736',4.735,4.900
'0:06.740',4.705,4.860
'0:06.744',4.665,4.845
'0:06.748',4.645,4.815
'0:06.752',4.620,4.775
'0:06.756',4.570,4.780
'0:06.760',4.510,4.900
'0:06.764',4.555,5.065
'0:06.768',4.730,5.185
'0:06.772',4.895,5.300
'0:06.776',5.150,5.435
'0:06.780',5.550,5.600
'0:06.784',5.860,5.645
'0:06.788',5.940,5.350
'0:06.792',5.690,4.900
'0:06.796',5.095,4.760
'0:06.800',4.900,4.770
'0:06.804',4.515,4.830
'0:06.808',4.575,4.855
'0:06.812',4.645,4.875
'0:06.816',4.690,4.880
'0:06.820',4.695,4.880
'0:06.824',4.680,4.865
'0:06.828',4.685,4.865
'0:06.832',4.705,4.865
'0:06.836',4.705,4.870
'0:06.840',4.700,4.865
'0:06.844',4.690,4.875
'0:06.848',4.690,4.890
'0:06.852',4.695,4.880
'0:06.856',4.685,4.875
'0:06.860',4.675,4.870
'0:06.864',4.690,4.895
'0:06.868',4.700,4.880
'0:06.872',4.695,4.875
'0:06.876',4.690,4.870
'0:06.880',4.690,4.885
'0:06.884',4.690,4.885
'0:06.888',4.700,4.885
'0:06.892',4.695,4.880
'0:06.896',4.685,4.890
'0:06.900',4.685,4.895
'0:06.904',4.690,4.890
'0:06.908',4.690,4.880
'0:06.912',4.685,4.890
'0:06.916',4.705,4.895
'0:06.920',4.710,4.885
'0:06.924',4.705,4.870
'0:06.928',4.695,4.880
'0:06.932',4.715,4.885
'0:06.936',4.715,4.885
'0:06.940',4.705,4.870
'0:06.944',4.695,4.860
'0:06.948',4.700,4.880
'0:06.952',4.710,4.875
'0:06.956',4.695,4.875
'0:06.960',4.690,4.855
'0:06.964',4.705,4.860
'0:06.968',4.720,4.855
'0:06.972',4.710,4.855
'0:06.976',4.705,4.840
'0:06.980',4.715,4.845
'0:06.984',4.735,4.855
'0:06.988',4.720,4.835
'0:06.992',4.705,4.820
'0:06.996',4.695,4.825
'0:07.000',4.690,4.825
'0:07.004',4.700,4.815
'0:07.008',4.695,4.795
'0:07.012',4.695,4.800
'0:07.016',4.710,4.800
'0:07.020',4.700,4.790
'0:07.024',4.690,4.775
'0:07.028',4.685,4.770
'0:07.032',4.705,4.775
'0:07.036',4.710,4.765
'0:07.040',4.695,4.760
'0:07.044',4.695,4.755
'0:07.048',4.705,4.770
'0:07.052',4.695,4.780
'0:07.056',4.690,4.775
'0:07.060',4.700,4.785
'0:07.064',4.700,4.810
'0:07.068',4.725,4.835
'0:07.072',4.730,4.840
'0:07.076',4.730,4.840
'0:07.080',4.750,4.870
'0:07.084',4.770,4.890
'0:07.088',4.780,4.900
'0:07.092',4.780,4.905
'0:07.096',4.795,4.925
'0:07.100',4.800,4.930
'0:07.104',4.810,4.930
'0:07.108',4.810,4.930
'0:07.112',4.815,4.935
'0:07.116',4.830,4.940
'0:07.120',4.835,4.935
'0:07.124',4.825,4.930
'0:07.128',4.820,4.945
'0:07.132',4.825,4.970
'0:07.136',4.825,4.955
'0:07.140',4.820,4.940
'0:07.144',4.810,4.935
'0:07.148',4.810,4.950
'0:07.152',4.815,4.955
'0:07.156',4.810,4.940
'0:07.160',4.800,4.940
'0:07.164',4.810,4.955
'0:07.168',4.815,4.950
'0:07.172',4.810,4.945
'0:07.176',4.800,4.935
'0:07.180',4.805,4.950
'0:07.184',4.815,4.960
'0:07.188',4.805,4.955
'0:07.192',4.805,4.935
'0:07.196',4.815,4.940
'0:07.200',4.825,4.935
'0:07.204',4.810,4.950
'0:07.208',4.810,4.945
'0:07.212',4.805,4.950
'0:07.216',4.820,4.960
'0:07.220',4.810,4.955
'0:07.224',4.795,4.930
'0:07.228',4.785,4.945
'0:07.232',4.795,4.955
'0:07.236',4.790,4.950
'0:07.240',4.790,4.935
'0:07.244',4.785,4.930
'0:07.248',4.795,4.940
'0:07.252',4.805,4.940
'0:07.256',4.785,4.935
'0:07.260',4.780,4.935
'0:07.264',4.795,4.945
'0:07.268',4.800,4.945
'0:07.272',4.790,4.930
'0:07.276',4.785,4.930
'0:07.280',4.795,4.940
'0:07.284',4.800,4.945
'0:07.288',4.795,4.940
'0:07.292',4.780,4.930
'0:07.296',4.775,4.945
'0:07.300',4.785,4.950
'0:07.304',4.790,4.945
'0:07.308',4.790,4.940
'0:07.312',4.800,4.930
'0:07.316',4.815,4.940
'0:07.320',4.815,4.940
'0:07.324',4.825,4.925
'0:07.328',4.825,4.940
'0:07.332',4.860,4.950
'0:07.336',4.865,4.950
'0:07.340',4.865,4.935
'0:07.344',4.875,4.950
'0:07.348',4.895,4.970
'0:07.352',4.900,4.975
'0:07.356',4.900,4.970
'0:07.360',4.895,4.975
'0:07.364',4.915,4.990
'0:07.368',4.930,4.995
'0:07.372',4.920,4.990
'0:07.376',4.910,4.975
'0:07.380',4.900,4.990
'0:07.384',4.910,5.015
'0:07.388',4.905,5.010
'0:07.392',4.910,5.005
'0:07.396',4.910,5.030
'0:07.400',4.910,5.045
'0:07.404',4.935,5.035
'0:07.408',4.940,4.995
'0:07.412',4.915,4.990
'0:07.416',4.885,5.000
'0:07.420',4.865,4.995
'0:07.424',4.850,4.990
'0:07.428',4.820,4.985
'0:07.432',4.810,4.985
'0:07.436',4.795,4.985
'0:07.440',4.775,4.970
